100, 25610149
150, 30889708
200, 28823246
250, 30462584
300, 28486234
350, 28025220
400, 29924005
450, 28380984
500, 26782299
550, 26311935
600, 27569937
650, 25875459
700, 26355822
750, 26448225
800, 27481968
850, 26078644
900, 25099970
950, 25675410
1000, 25673512
1050, 25574129
1100, 24839796
1150, 24364907
1200, 23709282
1250, 24550392
1300, 23160881
1350, 25982426
1400, 26096509
1450, 22423248
1500, 23690882
1550, 23146064
1600, 23494414
1650, 23688749
1700, 21934342
1750, 23204623
1800, 23312450
1850, 22351531
1900, 22912505
1950, 21723469
2000, 23598954
2050, 23690521
2100, 22638779
2150, 23454880
2200, 22899906
2250, 21346332
2300, 22550089
2350, 23540790
2400, 21716729
2450, 21317720
2500, 22559471
2550, 21623510
2600, 20584656
2650, 19999113
2700, 21616787
2750, 21366366
2800, 23698136
2850, 22545193
2900, 21973433
2950, 21738945
3000, 22371248
3050, 22174376
3100, 22529016
3150, 24147281
3200, 22759938
3250, 23298806
3300, 22087689
3350, 22065866
3400, 21513139
3450, 23888140
3500, 22061445
3550, 23242888
3600, 21437038
3650, 22271557
3700, 22904625
3750, 24476125
3800, 23494410
3850, 22056618
3900, 23376532
3950, 22621069
4000, 23450262
4050, 23751770
4100, 24012822
4150, 23391647
4200, 23820041
4250, 22762389
4300, 24858979
4350, 22137510
4400, 24053617
4450, 24118452
4500, 23462084
4550, 24015693
4600, 27152682
4650, 25016793
4700, 28089296
4750, 26157445
4800, 25522766
4850, 25688156
4900, 26291073
4950, 28284762
5000, 26699634
5050, 26243493
5100, 24606287
5150, 25177868
5200, 26483222
5250, 26836847
5300, 27025116
5350, 25726588
5400, 26027467
5450, 27428848
5500, 28562350
5550, 28144635
5600, 31353831
5650, 27129933
5700, 27773952
5750, 27887772
5800, 28676639
5850, 29369598
5900, 29080141
5950, 31019871
6000, 30140722
6050, 31314148
6100, 28721355
6150, 31326146
6200, 30962311
6250, 31503525
6300, 31616440
6350, 31633885
6400, 31370143
6450, 33429251
6500, 35747501
6550, 36260837
6600, 35344759
6650, 35914317
6700, 36912247
6750, 36560967
6800, 36893889
6850, 36461952
6900, 39628882
6950, 40642373
7000, 40818719
7050, 38729028
7100, 41908358
7150, 40987389
7200, 41883757
7250, 46709889
7300, 42234916
7350, 42236556
7400, 44205936
7450, 44932449
7500, 46556825
7550, 42369887
7600, 44558616
7650, 45753764
7700, 45311131
7750, 47469258
7800, 46453631
7850, 45696747
7900, 48687414
7950, 48138048
8000, 50374252
8050, 49929331
8100, 49221161
8150, 52293435
8200, 49058580
8250, 51914398
8300, 54793583
8350, 53064692
8400, 54318065
8450, 54144443
8500, 54003421
8550, 56137629
8600, 57974263
8650, 56458579
8700, 56158822
8750, 55886159
8800, 59104454
8850, 56796009
8900, 59579260
8950, 58506056
9000, 60846928
9050, 62850917
9100, 62345304
9150, 60271269
9200, 57997020
9250, 58930567
9300, 59178908
9350, 61697867
9400, 63294246
9450, 62670141
9500, 61589081
9550, 63421997
9600, 65365952
9650, 64947269
9700, 68115052
9750, 66937266
9800, 66087568
9850, 68521019
9900, 72468739
9950, 71107128
