100, 82660
150, 25099
200, 44632
250, 51698
300, 52068
350, 35332
400, 18829
450, 24004
500, 30945
550, 32113
600, 44530
650, 53348
700, 56092
750, 44078
800, 48329
850, 55112
900, 65118
950, 84354
1000, 93101
1050, 100856
1100, 77554
1150, 80354
1200, 89950
1250, 86909
1300, 105167
1350, 139442
1400, 109382
1450, 113944
1500, 121155
1550, 127342
1600, 126612
1650, 128179
1700, 134193
1750, 141815
1800, 144787
1850, 157263
1900, 159929
1950, 154309
2000, 150860
2050, 154205
2100, 184677
2150, 290988
2200, 242282
2250, 197539
2300, 180726
2350, 184398
2400, 196734
2450, 274566
2500, 341787
2550, 260079
2600, 224473
2650, 206972
2700, 213742
2750, 220432
2800, 218569
2850, 232726
2900, 241313
2950, 242602
3000, 240690
3050, 244008
3100, 273385
3150, 272264
3200, 320568
3250, 279677
3300, 284692
3350, 271134
3400, 278413
3450, 276875
3500, 301627
3550, 285299
3600, 331781
3650, 307477
3700, 305044
3750, 324128
3800, 449046
3850, 320809
3900, 522474
3950, 506409
4000, 328747
4050, 377670
4100, 369723
4150, 439029
4200, 555365
4250, 477259
4300, 577913
4350, 418910
4400, 397408
4450, 391157
4500, 400627
4550, 391911
4600, 383760
4650, 402118
4700, 466992
4750, 519448
4800, 410873
4850, 482457
4900, 432338
4950, 458883
5000, 449239
5050, 424183
5100, 449135
5150, 485841
5200, 533178
5250, 456524
5300, 471962
5350, 465106
5400, 475273
5450, 476378
5500, 470860
5550, 698471
5600, 602984
5650, 514113
5700, 486477
5750, 507988
5800, 552011
5850, 671925
5900, 571760
5950, 679879
6000, 712220
6050, 783754
6100, 677487
6150, 621926
6200, 550211
6250, 706099
6300, 672125
6350, 572665
6400, 653652
6450, 563407
6500, 580419
6550, 585595
6600, 583695
6650, 577043
6700, 585420
6750, 611566
6800, 633252
6850, 659820
6900, 682194
6950, 633745
7000, 844392
7050, 666341
7100, 632838
7150, 631744
7200, 666652
7250, 668570
7300, 649782
7350, 837778
7400, 649757
7450, 910481
7500, 942639
7550, 680441
7600, 687609
7650, 691288
7700, 695876
7750, 716388
7800, 741413
7850, 817984
7900, 967690
7950, 763741
8000, 728171
8050, 755209
8100, 755272
8150, 774940
8200, 754557
8250, 1081774
8300, 887567
8350, 992133
8400, 821251
8450, 859861
8500, 796876
8550, 805236
8600, 861231
8650, 904269
8700, 901300
8750, 1023553
8800, 1032878
8850, 837456
8900, 788266
8950, 813480
9000, 971287
9050, 1081404
9100, 820182
9150, 837000
9200, 837370
9250, 929559
9300, 1206260
9350, 897191
9400, 1153693
9450, 1092345
9500, 1082523
9550, 1093636
9600, 1191839
9650, 1200247
9700, 898473
9750, 1037867
9800, 907158
9850, 1139711
9900, 1054131
9950, 1124313
