100, 943302
105, 155744
110, 92368
115, 45334
120, 63085
125, 75793
130, 45033
135, 76531
140, 56747
145, 53962
150, 57557
155, 60938
160, 84440
165, 73594
170, 68536
175, 71815
180, 75884
185, 79622
190, 83807
195, 87898
200, 141997
205, 96737
210, 100527
215, 105117
220, 177596
225, 260394
230, 65602
235, 33493
240, 28729
245, 23581
250, 24305
255, 24471
260, 25700
265, 27864
270, 27109
275, 27253
280, 31733
285, 33108
290, 32131
295, 36501
300, 49119
305, 51442
310, 52960
315, 52958
320, 54593
325, 35426
330, 36848
335, 36912
340, 38023
345, 38473
350, 39670
355, 39959
360, 41424
365, 41309
370, 43155
375, 44657
380, 45098
385, 45045
390, 46813
395, 46883
400, 48512
405, 48609
410, 50329
415, 50338
420, 53156
425, 52985
430, 56426
435, 54460
440, 56581
445, 56757
450, 80001
455, 70240
460, 97645
465, 100690
470, 104970
475, 105490
480, 121067
485, 100609
490, 103287
495, 108369
500, 112834
505, 115822
510, 85530
515, 119837
520, 85070
525, 86357
530, 87558
535, 88363
540, 110876
545, 91758
550, 92914
555, 103045
560, 95684
565, 97181
570, 98572
575, 106683
580, 101869
585, 103167
590, 104984
595, 99453
600, 139846
605, 131397
610, 132709
615, 136315
620, 137124
625, 157168
630, 143426
635, 154812
640, 152736
645, 150167
650, 148430
655, 150732
660, 172750
665, 155907
670, 157626
675, 161788
680, 163998
685, 152397
690, 132374
695, 128612
700, 125482
705, 127468
710, 128909
715, 130559
720, 132028
725, 133743
730, 150538
735, 150470
740, 164189
745, 168405
750, 176570
755, 165862
760, 152661
765, 147414
770, 174908
775, 158687
780, 167234
785, 167625
790, 158307
795, 159683
800, 161694
805, 164446
810, 165291
815, 166831
820, 169639
825, 170573
830, 172676
835, 174019
840, 181392
845, 181448
850, 178118
855, 220840
860, 208287
865, 206619
870, 189533
875, 189999
880, 292891
885, 375572
890, 397342
895, 375563
900, 361176
905, 309574
910, 283946
915, 311594
920, 327026
925, 281206
930, 283459
935, 287241
940, 288980
945, 291289
950, 259459
955, 249389
960, 251458
965, 254698
970, 257429
975, 257837
980, 320468
985, 281608
990, 235663
995, 238841
1000, 258494
1005, 272969
1010, 252423
1015, 246175
1020, 248572
1025, 288610
1030, 253805
1035, 255430
1040, 258521
1045, 259928
1050, 287051
1055, 322439
1060, 304035
1065, 269491
1070, 271559
1075, 273983
1080, 294722
1085, 304624
1090, 298615
1095, 295827
1100, 519181
1105, 453195
1110, 507246
1115, 399838
1120, 423518
1125, 408362
1130, 409426
1135, 371124
1140, 320286
1145, 310204
1150, 357848
1155, 435406
1160, 426462
1165, 429488
1170, 432446
1175, 434967
1180, 388088
1185, 328499
1190, 346232
1195, 349105
1200, 335563
1205, 391097
1210, 352423
1215, 343078
1220, 417475
1225, 386134
1230, 371321
1235, 354634
1240, 356874
1245, 359359
1250, 458472
1255, 434246
1260, 368145
1265, 370174
1270, 373146
1275, 375346
1280, 378426
1285, 380760
1290, 412489
1295, 397011
1300, 408615
1305, 429611
1310, 395218
1315, 575957
1320, 774290
1325, 795205
1330, 779502
1335, 580734
1340, 632264
1345, 570572
1350, 565511
1355, 568248
1360, 572258
1365, 589046
1370, 585718
1375, 650730
1380, 567338
1385, 473998
1390, 441742
1395, 444417
1400, 506648
1405, 514777
1410, 510863
1415, 513508
1420, 517353
1425, 529971
1430, 524065
1435, 605663
1440, 610757
1445, 591999
1450, 519106
1455, 481720
1460, 484325
1465, 503318
1470, 528369
1475, 561259
1480, 500595
1485, 517917
1490, 585381
1495, 506732
1500, 517967
1505, 750497
1510, 967934
1515, 717914
1520, 705417
1525, 630471
1530, 607727
1535, 553561
1540, 535744
1545, 538662
1550, 578526
1555, 558917
1560, 548558
1565, 593864
1570, 564092
1575, 888460
1580, 885058
1585, 769123
1590, 889929
1595, 787269
1600, 741676
1605, 651140
1610, 757626
1615, 840800
1620, 875599
1625, 775932
1630, 606262
1635, 688848
1640, 714234
1645, 621135
1650, 757981
1655, 693706
1660, 631866
1665, 620371
1670, 698276
1675, 702881
1680, 702459
1685, 657091
1690, 761149
1695, 716649
1700, 703790
1705, 649501
1710, 660920
1715, 655776
1720, 660594
1725, 734190
1730, 748431
1735, 694063
1740, 674370
1745, 691989
1750, 777874
1755, 735255
1760, 688777
1765, 755195
1770, 705148
1775, 756258
1780, 715649
1785, 827340
1790, 945958
1795, 801511
1800, 817829
1805, 784833
1810, 1010758
1815, 961512
1820, 848255
1825, 791222
1830, 897230
1835, 1461500
1840, 1263567
1845, 1017868
1850, 909435
1855, 1008354
1860, 1105429
1865, 1049635
1870, 1000561
1875, 857205
1880, 901285
1885, 808844
1890, 832985
1895, 1004740
1900, 912539
1905, 1571850
1910, 1437669
1915, 1117209
1920, 859306
1925, 817575
1930, 938471
1935, 1637445
1940, 1267727
1945, 1248982
1950, 1137293
1955, 1036452
1960, 858588
1965, 1002960
1970, 1134903
1975, 1132306
1980, 1032212
1985, 874710
1990, 1742197
1995, 1384044
2000, 1263939
2005, 1210647
2010, 1233080
2015, 956409
2020, 945479
2025, 922954
2030, 1110915
2035, 1332317
2040, 1009017
2045, 985737
2050, 1839334
2055, 1474216
2060, 1203542
2065, 1018613
2070, 975023
2075, 1027785
2080, 1289022
2085, 1062234
2090, 955446
2095, 1057638
2100, 1476902
2105, 1248738
2110, 1237997
2115, 1299139
2120, 1090756
2125, 1222474
2130, 1357351
2135, 1208124
2140, 1331326
2145, 1509818
2150, 1403075
2155, 1089972
2160, 1232498
